"","ensembl_gene_id","external_gene_name","chromosome_name","transcript_biotype"
"505","ENSDARG00000089885","slc16a12b","12","protein_coding"
"506","ENSDARG00000068221","","2","protein_coding"
"507","ENSDARG00000075853","","24","protein_coding"
"508","ENSDARG00000093546","si:ch73-56d11.5","4","protein_coding"
"509","ENSDARG00000075560","KMT2C","2","protein_coding"
"510","ENSDARG00000092463","","10","protein_coding"
"511","ENSDARG00000035741","slc25a11","5","protein_coding"
"512","ENSDARG00000076530","jac6","7","protein_coding"
"513","ENSDARG00000070787","jupa","11","protein_coding"
"514","ENSDARG00000007024","uox","11","protein_coding"
"515","ENSDARG00000094709","arl8","7","protein_coding"
"516","ENSDARG00000069765","","16","protein_coding"
"517","ENSDARG00000058503","","24","protein_coding"
"518","ENSDARG00000062521","atp9b","19","protein_coding"
"519","ENSDARG00000020656","prkg1a","13","protein_coding"
"520","ENSDARG00000074815","MXRA5","1","protein_coding"
"521","ENSDARG00000067824","","10","protein_coding"
"522","ENSDARG00000068894","","10","protein_coding"
"523","ENSDARG00000090106","SLC17A7","24","protein_coding"
"524","ENSDARG00000088639","cdca9","12","protein_coding"
"525","ENSDARG00000069515","bbs10","18","protein_coding"
"526","ENSDARG00000022718","casp8ap2","20","protein_coding"
"527","ENSDARG00000033144","psme2","12","protein_coding"
"528","ENSDARG00000070513","BRPF3","11","protein_coding"
"529","ENSDARG00000021021","trim35-28","16","protein_coding"
"530","ENSDARG00000077877","","19","protein_coding"
"531","ENSDARG00000062995","","19","protein_coding"
"532","ENSDARG00000014053","olfm1b","21","protein_coding"
"533","ENSDARG00000077560","GRIN2C","12","protein_coding"
"534","ENSDARG00000086699","smim15","8","protein_coding"
"535","ENSDARG00000099448","sh3d21","16","protein_coding"
"536","ENSDARG00000086034","NECTIN1","18","protein_coding"
"537","ENSDARG00000043554","mrpl40","8","protein_coding"
"538","ENSDARG00000103494","usp43a","6","protein_coding"
"539","ENSDARG00000061191","plekho1a","19","protein_coding"
"540","ENSDARG00000025693","tmem9b","7","protein_coding"
"541","ENSDARG00000090676","","21","protein_coding"
"542","ENSDARG00000068261","pros1","1","protein_coding"
"543","ENSDARG00000017294","gnai2b","6","protein_coding"
"544","ENSDARG00000012353","vipr2","24","protein_coding"
"545","ENSDARG00000007825","map2k1","18","protein_coding"
"546","ENSDARG00000095636","","19","protein_coding"
"547","ENSDARG00000012586","FMNL2","9","protein_coding"
"548","ENSDARG00000043643","EHBP1","17","protein_coding"
"549","ENSDARG00000034309","cox10","12","protein_coding"
"550","ENSDARG00000002285","mcoln1a","1","protein_coding"
"551","ENSDARG00000015921","pwp1","4","protein_coding"
"552","ENSDARG00000091624","ugt2b6","5","protein_coding"
"553","ENSDARG00000102363","","22","protein_coding"
"554","ENSDARG00000062951","meak7","18","protein_coding"
"555","ENSDARG00000103224","","19","protein_coding"
"556","ENSDARG00000007804","gas6","1","protein_coding"
"557","ENSDARG00000016439","","10","protein_coding"
"558","ENSDARG00000103659","bco1l","7","protein_coding"
"559","ENSDARG00000060991","mief1","3","protein_coding"
"560","ENSDARG00000014348","stk17b","9","protein_coding"
"561","ENSDARG00000045913","mrps10","4","protein_coding"
"562","ENSDARG00000058005","hgd","24","protein_coding"
"563","ENSDARG00000026753","GRIK4","15","protein_coding"
"564","ENSDARG00000012776","smarca1","5","protein_coding"
"565","ENSDARG00000061603","SORBS2","14","protein_coding"
"566","ENSDARG00000038321","zgc:172053","9","protein_coding"
"567","ENSDARG00000043635","cmc2","18","protein_coding"
"568","ENSDARG00000016598","ckmt1","25","protein_coding"
"569","ENSDARG00000101067","","5","protein_coding"
"570","ENSDARG00000011605","dennd6b","4","protein_coding"
"571","ENSDARG00000075441","VWA2","12","protein_coding"
"572","ENSDARG00000017658","gmppb","22","protein_coding"
"573","ENSDARG00000045541","gcc1","4","protein_coding"
"574","ENSDARG00000078245","GAL3ST1","10","protein_coding"
"575","ENSDARG00000101206","zgc:113363","8","protein_coding"
"576","ENSDARG00000094442","","24","protein_coding"
"577","ENSDARG00000087254","","6","protein_coding"
"578","ENSDARG00000079805","tagln3a","5","protein_coding"
"579","ENSDARG00000093877","","1","protein_coding"
"580","ENSDARG00000006283","waslb","4","protein_coding"
"581","ENSDARG00000076981","zgc:198329","16","protein_coding"
"582","ENSDARG00000107511","","2","protein_coding"
"583","ENSDARG00000012297","CNGA3","1","protein_coding"
"584","ENSDARG00000043010","camk2d1","7","protein_coding"
"585","ENSDARG00000055416","serpinb1","20","protein_coding"
"586","ENSDARG00000007149","l1cama","23","protein_coding"
"587","ENSDARG00000095825","","23","protein_coding"
"588","ENSDARG00000055429","KAT6B","13","protein_coding"
"589","ENSDARG00000003749","polb","8","protein_coding"
"590","ENSDARG00000101675","zgc:123107","4","protein_coding"
"591","ENSDARG00000089681","btf3l4","11","protein_coding"
"592","ENSDARG00000078578","FAM222B","15","protein_coding"
"593","ENSDARG00000078807","paxx","5","protein_coding"
"594","ENSDARG00000041602","mmadhca","22","protein_coding"
"595","ENSDARG00000103971","","24","protein_coding"
"596","ENSDARG00000102264","trim35-22","3","protein_coding"
"597","ENSDARG00000058011","arxa","24","protein_coding"
"598","ENSDARG00000103979","calr3a","22","protein_coding"
"599","ENSDARG00000007842","MCHR2","16","protein_coding"
"600","ENSDARG00000027391","ccnd3","22","protein_coding"
"601","ENSDARG00000089217","","25","protein_coding"
"602","ENSDARG00000045025","ift52","11","protein_coding"
"603","ENSDARG00000103663","ninj1","11","protein_coding"
"604","ENSDARG00000060854","KCTD3","17","protein_coding"
"605","ENSDARG00000096843","zgc:193593","17","protein_coding"
"606","ENSDARG00000035852","cart3","7","protein_coding"
"607","ENSDARG00000114894","","4","protein_coding"
"608","ENSDARG00000016721","sdha","19","protein_coding"
"609","ENSDARG00000099518","","7","protein_coding"
"610","ENSDARG00000100524","ABCA3","3","protein_coding"
"611","ENSDARG00000088318","ubap2a","21","protein_coding"
"612","ENSDARG00000102058","si:dkeyp-11e3.1","14","protein_coding"
"613","ENSDARG00000043986","setd6","25","protein_coding"
"614","ENSDARG00000043857","ufm1","10","protein_coding"
"615","ENSDARG00000038405","","3","protein_coding"
"616","ENSDARG00000099920","zgc:163040","7","protein_coding"
"617","ENSDARG00000079779","radil","1","protein_coding"
"618","ENSDARG00000096616","","12","protein_coding"
"619","ENSDARG00000097637","","3","protein_coding"
"620","ENSDARG00000079731","KIF13B","17","protein_coding"
"621","ENSDARG00000013207","zeb1b","12","protein_coding"
"622","ENSDARG00000100620","","12","protein_coding"
"623","ENSDARG00000114534","","25","protein_coding"
"624","ENSDARG00000004167","zgc:110366","2","protein_coding"
"625","ENSDARG00000094819","","21","protein_coding"
"626","ENSDARG00000037097","slc7a2","14","protein_coding"
"627","ENSDARG00000011246","krr1","4","protein_coding"
"628","ENSDARG00000097292","","8","protein_coding"
"629","ENSDARG00000102998","taf6","5","protein_coding"
"630","ENSDARG00000015998","wdhd1","17","protein_coding"
"631","ENSDARG00000073810","","12","protein_coding"
"632","ENSDARG00000018968","acvr1ba","23","protein_coding"
"633","ENSDARG00000057410","rxfp3","21","protein_coding"
"634","ENSDARG00000079219","mfn1b","11","protein_coding"
"635","ENSDARG00000058960","otol1b","15","protein_coding"
"636","ENSDARG00000092892","","8","protein_coding"
"637","ENSDARG00000068820","h2az2a","5","protein_coding"
"638","ENSDARG00000043404","rpp21","22","protein_coding"
"639","ENSDARG00000076765","DDHD2","10","protein_coding"
"640","ENSDARG00000037545","mtnr1aa","1","protein_coding"
"641","ENSDARG00000097648","","15","protein_coding"
"642","ENSDARG00000100666","EP300","12","protein_coding"
"643","ENSDARG00000068822","purba","5","protein_coding"
"644","ENSDARG00000095674","","18","protein_coding"
"645","ENSDARG00000078233","CTNND1","1","protein_coding"
"646","ENSDARG00000003449","pde10a","13","protein_coding"
"647","ENSDARG00000053340","","1","protein_coding"
"648","ENSDARG00000055381","bambia","12","protein_coding"
"649","ENSDARG00000091215","rpz2","16","protein_coding"
"650","ENSDARG00000018270","olfm1a","5","protein_coding"
"651","ENSDARG00000088895","","22","protein_coding"
"652","ENSDARG00000070600","dyrk3","11","protein_coding"
"653","ENSDARG00000006891","kcns3a","13","protein_coding"
"654","ENSDARG00000058801","REV3L","20","protein_coding"
"655","ENSDARG00000102256","","4","protein_coding"
"656","ENSDARG00000077467","sox10","3","protein_coding"
"657","ENSDARG00000006849","asic2","3","protein_coding"
"658","ENSDARG00000113712","","2","protein_coding"
"659","ENSDARG00000098644","","22","protein_coding"
"660","ENSDARG00000032820","rxfp2a","10","protein_coding"
"661","ENSDARG00000019920","lft1","20","protein_coding"
"662","ENSDARG00000021346","pdhb","22","protein_coding"
"663","ENSDARG00000037373","EPHB2","23","protein_coding"
"664","ENSDARG00000062919","tceanc2","2","protein_coding"
"665","ENSDARG00000008818","hsf1","19","protein_coding"
"666","ENSDARG00000042285","","22","protein_coding"
"667","ENSDARG00000078659","tmem176","1","protein_coding"
"668","ENSDARG00000055920","","18","protein_coding"
"669","ENSDARG00000060338","trmt12","14","protein_coding"
"670","ENSDARG00000057039","","21","protein_coding"
"671","ENSDARG00000090778","ttll1","4","protein_coding"
"672","ENSDARG00000002971","phc1","16","protein_coding"
"673","ENSDARG00000074754","ifi27.6","13","protein_coding"
"674","ENSDARG00000032246","tmtopsb","24","protein_coding"
"675","ENSDARG00000098800","znf1156","22","protein_coding"
"676","ENSDARG00000099384","","4","protein_coding"
"677","ENSDARG00000105375","","7","protein_coding"
"678","ENSDARG00000100223","gpa33a","1","protein_coding"
"679","ENSDARG00000005057","dimt1l","8","protein_coding"
"680","ENSDARG00000077710","nlgn1","11","protein_coding"
"681","ENSDARG00000016085","mbnl3","14","protein_coding"
"682","ENSDARG00000092908","","7","protein_coding"
"683","ENSDARG00000062811","p2ry10","14","protein_coding"
"684","ENSDARG00000070757","si:ch211-155i14.1","20","protein_coding"
"685","ENSDARG00000056625","trpc6a","21","protein_coding"
"686","ENSDARG00000040247","oxgr1a.3","1","protein_coding"
"687","ENSDARG00000008757","entpd6","17","protein_coding"
"688","ENSDARG00000096711","","12","protein_coding"
"689","ENSDARG00000075141","gprc5bb","1","protein_coding"
"690","ENSDARG00000101540","fgf3","7","protein_coding"
"691","ENSDARG00000018726","slco3a1a","18","protein_coding"
"692","ENSDARG00000070839","EVI5","6","protein_coding"
"693","ENSDARG00000044053","vsnl1b","17","protein_coding"
"694","ENSDARG00000062457","las1l","5","protein_coding"
"695","ENSDARG00000037941","syt5a","3","protein_coding"
"696","ENSDARG00000040186","fam210ab","16","protein_coding"
"697","ENSDARG00000086296","znf1137","4","protein_coding"
"698","ENSDARG00000079371","","12","protein_coding"
"699","ENSDARG00000004158","tmem63c","17","protein_coding"
"700","ENSDARG00000098622","ccne1","7","protein_coding"
"701","ENSDARG00000063258","","19","protein_coding"
"702","ENSDARG00000117156","","4","protein_coding"
"703","ENSDARG00000025875","kctd2","12","protein_coding"
"704","ENSDARG00000023678","","1","protein_coding"
"705","ENSDARG00000005561","gfm2","5","protein_coding"
"706","ENSDARG00000061216","hexdc","12","protein_coding"
"707","ENSDARG00000052103","dtymk","6","protein_coding"
"708","ENSDARG00000060639","APBA2","7","protein_coding"
"709","ENSDARG00000058003","wfdc1","18","protein_coding"
"710","ENSDARG00000016584","rgs7a","17","protein_coding"
"711","ENSDARG00000104314","nrg1","10","protein_coding"
"712","ENSDARG00000090914","","11","protein_coding"
"713","ENSDARG00000079484","KCNT1","21","protein_coding"
"714","ENSDARG00000018206","nck2a","9","protein_coding"
"715","ENSDARG00000055722","BCO2","5","protein_coding"
"716","ENSDARG00000099339","pacsin3","7","protein_coding"
"717","ENSDARG00000013871","slc5a1","10","protein_coding"
"718","ENSDARG00000035148","orai2","5","protein_coding"
"719","ENSDARG00000058354","selenot1a","2","protein_coding"
"720","ENSDARG00000104108","slco1d1","4","protein_coding"
"721","ENSDARG00000079823","mrps36","8","protein_coding"
"722","ENSDARG00000042332","plin2","15","protein_coding"
"723","ENSDARG00000022845","lias","1","protein_coding"
"724","ENSDARG00000037091","asah1a","14","protein_coding"
"725","ENSDARG00000059817","mtmr12","5","protein_coding"
"726","ENSDARG00000074772","ccl44","11","protein_coding"
"727","ENSDARG00000036903","irak1bp1","23","protein_coding"
"728","ENSDARG00000091860","zgc:194007","8","protein_coding"
"729","ENSDARG00000017220","otud7b","16","protein_coding"
"730","ENSDARG00000029463","asap1a","2","protein_coding"
"731","ENSDARG00000069339","TBC1D24","24","protein_coding"
"732","ENSDARG00000018321","lbx1a","13","protein_coding"
"733","ENSDARG00000075593","trim71","16","protein_coding"
"734","ENSDARG00000092792","rprm3","23","protein_coding"
"735","ENSDARG00000086247","si:ch73-189n23.1","22","protein_coding"
"736","ENSDARG00000018618","cpsf6","4","protein_coding"
"737","ENSDARG00000019556","clcn7","3","protein_coding"
"738","ENSDARG00000013708","usp9","9","protein_coding"
"739","ENSDARG00000093313","ubb","5","protein_coding"
"740","ENSDARG00000075027","","22","protein_coding"
"741","ENSDARG00000045131","id4","16","protein_coding"
"742","ENSDARG00000032653","sinhcaf","4","protein_coding"
"743","ENSDARG00000035890","fuca1.1","19","protein_coding"
"744","ENSDARG00000039390","sdhaf4","13","protein_coding"
"745","ENSDARG00000097528","si:dkey-7j14.5","16","protein_coding"
"746","ENSDARG00000056015","hoxb13a","3","protein_coding"
"747","ENSDARG00000074363","TTC9","13","protein_coding"
"748","ENSDARG00000033604","lrpap1","1","protein_coding"
"749","ENSDARG00000079401","","24","protein_coding"
"750","ENSDARG00000044574","rbms3","16","protein_coding"
"751","ENSDARG00000078348","","3","protein_coding"
"752","ENSDARG00000069627","","8","protein_coding"
"753","ENSDARG00000060687","chd2","18","protein_coding"
"754","ENSDARG00000105457","","11","protein_coding"
"755","ENSDARG00000039335","st6gal2a","9","protein_coding"
"756","ENSDARG00000096800","","12","protein_coding"
"757","ENSDARG00000087529","zgc:85936","19","protein_coding"
"758","ENSDARG00000033855","cnot9","22","protein_coding"
"759","ENSDARG00000021059","alas1","11","protein_coding"
"760","ENSDARG00000077469","polr1b","13","protein_coding"
"761","ENSDARG00000113800","","25","protein_coding"
"762","ENSDARG00000035629","parvab","7","protein_coding"
"763","ENSDARG00000093465","","9","protein_coding"
"764","ENSDARG00000055833","lectin","9","protein_coding"
"765","ENSDARG00000056378","ifi30","2","protein_coding"
"766","ENSDARG00000013856","amy2a","2","protein_coding"
"767","ENSDARG00000092501","","25","protein_coding"
"768","ENSDARG00000070037","rgs8","6","protein_coding"
"769","ENSDARG00000045493","slc35e3","4","protein_coding"
"770","ENSDARG00000078093","zgc:172065","7","protein_coding"
"771","ENSDARG00000091136","zgc:174259","5","protein_coding"
"772","ENSDARG00000078042","il10rb","9","protein_coding"
"773","ENSDARG00000038882","smc4","15","protein_coding"
"774","ENSDARG00000030097","sdcbp","7","protein_coding"
"775","ENSDARG00000031463","SYT6","11","protein_coding"
"776","ENSDARG00000053135","tas1r2.1","8","protein_coding"
"777","ENSDARG00000062152","chaf1a","22","protein_coding"
"778","ENSDARG00000044751","ddt","21","protein_coding"
"779","ENSDARG00000075528","lyrm9","15","protein_coding"
"780","ENSDARG00000105206","hmgcrb","21","protein_coding"
"781","ENSDARG00000062978","odad3","6","protein_coding"
"782","ENSDARG00000042623","acbd3","20","protein_coding"
"783","ENSDARG00000037002","zgc:152968","1","protein_coding"
"784","ENSDARG00000036066","","7","protein_coding"
"785","ENSDARG00000104678","","4","protein_coding"
"786","ENSDARG00000090822","qdprb.4","1","protein_coding"
"787","ENSDARG00000057273","alox5a","13","protein_coding"
"788","ENSDARG00000054454","epha4a","2","protein_coding"
"789","ENSDARG00000088836","","4","protein_coding"
"790","ENSDARG00000037261","mtap","1","protein_coding"
"791","ENSDARG00000095913","","22","protein_coding"
"792","ENSDARG00000092523","","18","protein_coding"
"793","ENSDARG00000094281","si:ch73-196i15.3","8","protein_coding"
"794","ENSDARG00000061916","tmem51b","11","protein_coding"
"795","ENSDARG00000042319","cdca4","20","protein_coding"
"796","ENSDARG00000105112","ntn1a","6","protein_coding"
"797","ENSDARG00000101292","","4","protein_coding"
"798","ENSDARG00000078297","","24","protein_coding"
"799","ENSDARG00000001014","MYH9","3","protein_coding"
"800","ENSDARG00000031637","pan3","24","protein_coding"
"801","ENSDARG00000017111","","19","protein_coding"
"802","ENSDARG00000068702","lysmd4","18","protein_coding"
